2020-06-19,Berkshire,Massachusetts,25003,585,44
2020-06-20,Berkshire,Massachusetts,25003,586,44
2020-06-21,Berkshire,Massachusetts,25003,590,44
2020-06-22,Berkshire,Massachusetts,25003,591,44
2020-06-23,Berkshire,Massachusetts,25003,591,44
2020-06-24,Berkshire,Massachusetts,25003,591,44
2020-06-25,Berkshire,Massachusetts,25003,591,44
2020-06-26,Berkshire,Massachusetts,25003,592,44
2020-06-27,Berkshire,Massachusetts,25003,594,44
2020-06-28,Berkshire,Massachusetts,25003,594,44
2020-06-29,Berkshire,Massachusetts,25003,594,44
2020-06-30,Berkshire,Massachusetts,25003,594,44
2020-07-01,Berkshire,Massachusetts,25003,597,44
2020-07-02,Berkshire,Massachusetts,25003,600,44
2020-07-03,Berkshire,Massachusetts,25003,602,45
2020-07-04,Berkshire,Massachusetts,25003,602,45
2020-07-05,Berkshire,Massachusetts,25003,602,45
2020-07-06,Berkshire,Massachusetts,25003,604,45
2020-07-07,Berkshire,Massachusetts,25003,604,45
2020-07-08,Berkshire,Massachusetts,25003,604,45
2020-07-09,Berkshire,Massachusetts,25003,609,45
2020-07-10,Berkshire,Massachusetts,25003,610,45
2020-07-11,Berkshire,Massachusetts,25003,611,45
2020-07-12,Berkshire,Massachusetts,25003,613,45
2020-07-13,Berkshire,Massachusetts,25003,615,45
2020-07-14,Berkshire,Massachusetts,25003,615,45
2020-07-15,Berkshire,Massachusetts,25003,615,45
2020-07-16,Berkshire,Massachusetts,25003,616,45
2020-07-17,Berkshire,Massachusetts,25003,618,45
2020-07-18,Berkshire,Massachusetts,25003,622,45
2020-07-19,Berkshire,Massachusetts,25003,623,45
2020-07-20,Berkshire,Massachusetts,25003,624,45
2020-07-21,Berkshire,Massachusetts,25003,625,45
2020-07-22,Berkshire,Massachusetts,25003,626,45
2020-07-23,Berkshire,Massachusetts,25003,629,45
2020-07-24,Berkshire,Massachusetts,25003,636,45
2020-07-25,Berkshire,Massachusetts,25003,638,45
2020-07-26,Berkshire,Massachusetts,25003,643,45
2020-07-27,Berkshire,Massachusetts,25003,645,45
2020-07-28,Berkshire,Massachusetts,25003,647,45
2020-07-29,Berkshire,Massachusetts,25003,648,45
2020-07-30,Berkshire,Massachusetts,25003,648,46
2020-07-31,Berkshire,Massachusetts,25003,653,46
2020-08-01,Berkshire,Massachusetts,25003,654,46
2020-08-02,Berkshire,Massachusetts,25003,657,46
2020-08-03,Berkshire,Massachusetts,25003,657,46
2020-08-04,Berkshire,Massachusetts,25003,661,46
2020-08-05,Berkshire,Massachusetts,25003,664,46
2020-08-06,Berkshire,Massachusetts,25003,666,46
2020-08-07,Berkshire,Massachusetts,25003,667,46
2020-08-08,Berkshire,Massachusetts,25003,667,46
2020-08-09,Berkshire,Massachusetts,25003,668,46
2020-08-10,Berkshire,Massachusetts,25003,668,46
2020-08-11,Berkshire,Massachusetts,25003,667,46
2020-08-12,Berkshire,Massachusetts,25003,667,46
2020-08-13,Berkshire,Massachusetts,25003,667,46
2020-08-14,Berkshire,Massachusetts,25003,667,46
2020-08-15,Berkshire,Massachusetts,25003,667,46
2020-08-16,Berkshire,Massachusetts,25003,667,46
2020-08-17,Berkshire,Massachusetts,25003,667,46
2020-08-18,Berkshire,Massachusetts,25003,667,46
2020-08-19,Berkshire,Massachusetts,25003,673,46
2020-08-20,Berkshire,Massachusetts,25003,674,46
2020-08-21,Berkshire,Massachusetts,25003,675,46
2020-08-22,Berkshire,Massachusetts,25003,674,46
2020-08-23,Berkshire,Massachusetts,25003,674,46
2020-08-24,Berkshire,Massachusetts,25003,682,46
2020-08-25,Berkshire,Massachusetts,25003,686,46
2020-08-26,Berkshire,Massachusetts,25003,689,46
2020-08-27,Berkshire,Massachusetts,25003,692,46
2020-08-28,Berkshire,Massachusetts,25003,696,46
2020-08-29,Berkshire,Massachusetts,25003,701,46
2020-08-30,Berkshire,Massachusetts,25003,702,46
2020-08-31,Berkshire,Massachusetts,25003,703,46
2020-09-01,Berkshire,Massachusetts,25003,706,46
2020-09-02,Berkshire,Massachusetts,25003,665,46
2020-09-03,Berkshire,Massachusetts,25003,669,46
2020-09-04,Berkshire,Massachusetts,25003,669,46
2020-09-05,Berkshire,Massachusetts,25003,672,46
2020-09-06,Berkshire,Massachusetts,25003,670,46
2020-09-07,Berkshire,Massachusetts,25003,672,46
2020-09-08,Berkshire,Massachusetts,25003,672,46
2020-09-09,Berkshire,Massachusetts,25003,676,46
2020-09-10,Berkshire,Massachusetts,25003,677,46
2020-09-11,Berkshire,Massachusetts,25003,679,46
2020-09-12,Berkshire,Massachusetts,25003,681,46
2020-09-13,Berkshire,Massachusetts,25003,683,47
2020-09-14,Berkshire,Massachusetts,25003,685,47
2020-09-15,Berkshire,Massachusetts,25003,687,47
2020-09-16,Berkshire,Massachusetts,25003,690,49
2020-09-17,Berkshire,Massachusetts,25003,692,49
2020-09-18,Berkshire,Massachusetts,25003,702,49
2020-09-19,Berkshire,Massachusetts,25003,701,49
2020-09-20,Berkshire,Massachusetts,25003,701,49
2020-09-21,Berkshire,Massachusetts,25003,702,49
2020-09-22,Berkshire,Massachusetts,25003,704,49
2020-09-23,Berkshire,Massachusetts,25003,706,49
2020-09-24,Berkshire,Massachusetts,25003,705,49
2020-09-25,Berkshire,Massachusetts,25003,707,49
2020-09-26,Berkshire,Massachusetts,25003,707,49
2020-09-27,Berkshire,Massachusetts,25003,711,49
2020-09-28,Berkshire,Massachusetts,25003,713,50
2020-09-29,Berkshire,Massachusetts,25003,717,50
2020-09-30,Berkshire,Massachusetts,25003,716,50
2020-10-01,Berkshire,Massachusetts,25003,716,50
2020-10-02,Berkshire,Massachusetts,25003,718,50
2020-10-03,Berkshire,Massachusetts,25003,718,50
2020-10-04,Berkshire,Massachusetts,25003,723,50
2020-10-05,Berkshire,Massachusetts,25003,725,51
2020-10-06,Berkshire,Massachusetts,25003,725,51
2020-10-07,Berkshire,Massachusetts,25003,726,51
2020-10-08,Berkshire,Massachusetts,25003,726,51
2020-10-09,Berkshire,Massachusetts,25003,729,51
2020-10-10,Berkshire,Massachusetts,25003,730,51
2020-10-11,Berkshire,Massachusetts,25003,730,51
2020-10-12,Berkshire,Massachusetts,25003,730,51
2020-10-13,Berkshire,Massachusetts,25003,732,51
2020-10-14,Berkshire,Massachusetts,25003,733,51
2020-10-15,Berkshire,Massachusetts,25003,735,51
2020-10-16,Berkshire,Massachusetts,25003,735,51
2020-10-17,Berkshire,Massachusetts,25003,736,51
2020-10-18,Berkshire,Massachusetts,25003,736,51
2020-10-19,Berkshire,Massachusetts,25003,740,51
2020-10-20,Berkshire,Massachusetts,25003,742,51
2020-10-21,Berkshire,Massachusetts,25003,742,51
2020-10-22,Berkshire,Massachusetts,25003,744,51
2020-10-23,Berkshire,Massachusetts,25003,747,51
2020-10-24,Berkshire,Massachusetts,25003,751,51
2020-10-25,Berkshire,Massachusetts,25003,761,51
2020-10-26,Berkshire,Massachusetts,25003,765,51
2020-10-27,Berkshire,Massachusetts,25003,774,52
2020-10-28,Berkshire,Massachusetts,25003,780,52
2020-10-29,Berkshire,Massachusetts,25003,781,52
2020-10-30,Berkshire,Massachusetts,25003,783,52
2020-10-31,Berkshire,Massachusetts,25003,784,52
2020-11-01,Berkshire,Massachusetts,25003,789,52
2020-11-02,Berkshire,Massachusetts,25003,803,52
2020-11-03,Berkshire,Massachusetts,25003,808,52
2020-11-04,Berkshire,Massachusetts,25003,814,52
2020-11-05,Berkshire,Massachusetts,25003,818,52
2020-11-06,Berkshire,Massachusetts,25003,829,52
2020-11-07,Berkshire,Massachusetts,25003,838,52
2020-11-08,Berkshire,Massachusetts,25003,845,52
2020-11-09,Berkshire,Massachusetts,25003,861,52
2020-11-10,Berkshire,Massachusetts,25003,903,52
2020-11-11,Berkshire,Massachusetts,25003,953,52
2020-11-12,Berkshire,Massachusetts,25003,982,52
2020-11-13,Berkshire,Massachusetts,25003,1001,52
2020-11-14,Berkshire,Massachusetts,25003,1021,52
2020-11-15,Berkshire,Massachusetts,25003,1027,52
2020-11-16,Berkshire,Massachusetts,25003,1072,52
2020-11-17,Berkshire,Massachusetts,25003,1101,52
2020-11-18,Berkshire,Massachusetts,25003,1151,52
2020-11-19,Berkshire,Massachusetts,25003,1182,52
2020-11-20,Berkshire,Massachusetts,25003,1201,52
2020-11-21,Berkshire,Massachusetts,25003,1245,52
2020-11-22,Berkshire,Massachusetts,25003,1260,52
2020-11-23,Berkshire,Massachusetts,25003,1277,52
2020-11-24,Berkshire,Massachusetts,25003,1359,52
2020-11-25,Berkshire,Massachusetts,25003,1423,53
2020-11-26,Berkshire,Massachusetts,25003,1423,53
2020-11-27,Berkshire,Massachusetts,25003,1466,54
2020-11-28,Berkshire,Massachusetts,25003,1531,55
2020-11-29,Berkshire,Massachusetts,25003,1600,61
2020-11-30,Berkshire,Massachusetts,25003,1602,63
2020-12-01,Berkshire,Massachusetts,25003,1645,64
2020-12-02,Berkshire,Massachusetts,25003,1728,65
2020-12-03,Berkshire,Massachusetts,25003,1780,66
